experiment: long_term_forecast_ETTh1_96_96_A5_PatchTST_FPEM_ETTh1_ftM_sl96_ll48_pl96_dm64_nh4_el1_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_raw_freezepatch_A5_B2_C2_P2_M2_V0_fusion_F4_full_typedfusion_v1_F4_0
representation_space: raw
graph/representation_space: raw
graph/projector_used: false
cinv/mode: pattern_only
zinv/mode: stable_relation_correction
variant/input_mode: latent_only
predictive_stability/mode: relative_future
mapping/use_mode: delta_only
fusion/mode: typed_raw
fusion/typed_components: full
stage2/freeze_patch_embedding: true
zinv/initial_difference_from_hidden: 0
graph_source/variance: 0.9894999598
graph_source/norm: 3.958183546
query/variance: 0.9894999598
query/norm: 3.958183546
pattern/num_active: 67
graph/num_patterns: 67
pattern/mean_support: 49.62686539
pattern/mean_novelty: 0.2681579292
pattern/novelty_mean: 0.2681579292
pattern/null_rate: 0.2681579292
mapping/num_active_edges: 3852
graph/num_mappings: 3852
mapping/mean_support: 73.44055176
mapping/mean_novelty: 0.438640058
mapping/novelty_mean: 0.438640058
mapping/stable_delta_norm_mean: 3.83095479
mapping/stable_delta_norm_p90: 5.415325165
mapping/deviation_norm_mean: 2.855426788
mapping/deviation_norm_p90: 4.09056139
variant/activation_mean: 0
variant/activation_p90: 0
forecast/full_metric: 0.3851050436
forecast/inv_metric: 0.3906756938
forecast/env_gain: 0
c_inv_mean: 0.3593278229
c_inv_p10: 0.3203792572
c_inv_p50: 0.3613302112
c_inv_p90: 0.3953192532
cinv/mean: 0.3593278229
cinv/p10: 0.3203792572
cinv/p50: 0.3613302112
cinv/p90: 0.3953192532
cinv/std: 0.03019491956
pattern/c_mean: 0.3593278229
pattern/c_shape_mean: 0.7318421006
pattern/c_rec_mean: 0.9660820961
pattern/c_pred_mean: 0.5070970654
future_ratio/min: 0.6657344699
future_ratio/p10: 0.8144984841
future_ratio/p25: 0.9057062864
future_ratio/p50: 0.9717063308
future_ratio/p75: 1.044135451
future_ratio/p90: 1.244975567
future_ratio/max: 3.422583818
future_ratio/std: 0.3457655907
pattern_predictive_stability/min: 0.226112172
pattern_predictive_stability/p10: 0.4455393553
pattern_predictive_stability/p25: 0.4892043471
pattern_predictive_stability/p50: 0.5071749091
pattern_predictive_stability/p75: 0.5247400403
pattern_predictive_stability/p90: 0.5511199236
pattern_predictive_stability/max: 0.6003357768
pattern_predictive_stability/std: 0.05292413384
mapping/c_mean: 0.421972841
pattern/c_std: 0.03019491956
mapping/c_std: 0.03346692771
raw/signal_scale: pre_patch_normalization_not_physical_raw_units
raw/pattern_distance_mean: 2.340625048
raw/pattern_distance_p90: 2.746547461
raw/reconstruction_error_mean: 0.3292499781
raw/deviation_norm_mean: 2.187400579
raw_deviation/norm_mean: 2.187400579
raw_deviation/norm_p90: 3.171973228
raw_variation/shape_norm: 2.187400818
raw_variation/shift_signed: -0.5181465745
raw_variation/scale_signed: -0.1588444412
raw_variation/u_shift: 0.2766724825
raw_variation/u_scale: 0.3189378679
raw_variation/a_shape: 0.6406721473
raw_variation/a_geo: 0.4760700464
raw_variation/a_var: 0.8060125113
raw_variation/stable_level: -0.0359593071
raw_variation/current_level: 0.04313119501
raw_variation/stable_scale: 0.4109162092
raw_variation/current_scale: 0.5226439834
raw_variation/raw_gate: 0
raw_variation/raw_correction_norm: 0
raw_variation/stable_reconstruction_norm: 3.201462984
variant/latent_norm: 0
variant/raw_correction_norm: 0
variant/final_norm: 0
typed_init/z_diff: 0
typed_init/shape_correction_norm: 0
typed_init/scale_log_mod_norm: 0
typed_init/shift_bias_norm: 0
typed/shape_variation_norm: 2.187400818
typed/shape_gate_mean: 0.09117558599
typed/shape_gate_p50: 0.07556817681
typed/shape_gate_p90: 0.133772552
typed/scale_gate_mean: 0.04294092581
typed/scale_gate_p50: 0.01949246973
typed/scale_gate_p90: 0.1175448075
typed/shift_gate_mean: 0.03737806529
typed/shift_gate_p50: 0.01109873597
typed/shift_gate_p90: 0.106458351
typed/shape_correction_norm: 0.172968179
typed/scale_signed_abs_mean: 0.6068506241
typed/u_scale_mean: 0.3189378679
typed/log_scale_mod_mean: -0.005505402107
typed/log_scale_mod_abs_mean: 0.0087389322
typed/scale_factor_mean: 0.994713068
typed/scale_factor_p10: 0.9775145054
typed/scale_factor_p50: 1
typed/scale_factor_p90: 1.001883626
typed/shift_signed_abs_mean: 2.156207561
typed/u_shift_mean: 0.2766724825
typed/shift_bias_norm: 0.2719216943
typed/z_inv_norm: 4.281529903
typed/z_after_shape_norm: 4.301581383
typed/z_after_scale_norm: 4.280729771
typed/z_final_norm: 4.334609985
typed/shape_correction_to_zinv_ratio: 0.04055903479
typed/shift_bias_to_zinv_ratio: 0.06416973472
typed_prediction/inv_MSE: 0.3906757236
typed_prediction/shape_MSE: 0.3893327713
typed_prediction/scale_MSE: 0.3905062675
typed_prediction/shift_MSE: 0.3867433369
typed_prediction/typed_MSE: 0.3851050436
typed_gain/shape_mean: 0.001342923613
typed_gain/shape_fraction_gain_positive: 0.6592459605
typed_gain/scale_mean: 0.0001694285747
typed_gain/scale_fraction_gain_positive: 0.4850987433
typed_gain/shift_mean: 0.003932383843
typed_gain/shift_fraction_gain_positive: 0.6391382406
typed_gain/full_mean: 0.005570665933
typed_gain/full_fraction_gain_positive: 0.7429084381
graph/correction_norm_mean: 1.898849607
graph/correction_norm_p90: 3.347481251
graph/gate_mean: 0.2171793878
graph/gate_p10: 0.05385222659
graph/gate_p50: 0.2495613843
graph/gate_p90: 0.3362855911
graph/context_norm_mean: 1.986391187
hidden/invariant_base_norm_mean: 2.913846493
zinv/norm_mean: 4.281529903
graph/correction_to_hidden_ratio: 0.649112463
hidden/norm_mean: 7.410009384
zvar/norm_mean: 0
zvar/norm_p90: 0
raw_deviation_projected/norm_mean: 0
raw_deviation_projected/norm_p90: 0
