sample	stable_mse	final_mse	gain	mapping_gate	shape_gate	scale_gate	shift_gate	pattern_entropy
0	0.9437230229	0.9346765876	0.009046435356	1	0.1728865206	0.950006187	0.7418040037	4.027280331
1	0.9125695229	0.894203186	0.01836633682	1	0.1756710857	0.9540923834	0.7530215383	4.045116425
2	0.9148660302	0.8918827772	0.022983253	1	0.1791309118	0.9620207548	0.7717610598	4.065749168
3	0.9412099719	0.9012566805	0.03995329142	1	0.1799009591	0.9641539454	0.7767056227	4.051082611
4	0.9785082936	0.9282535315	0.05025476217	1	0.1798674315	0.9633374214	0.7745440602	4.015050411
5	1.002552986	0.9449871778	0.0575658083	1	0.1770555675	0.9605154991	0.7652934194	4.017996788
6	0.9684502482	0.9079294801	0.06052076817	1	0.1825096458	0.9590167999	0.7602190375	4.006528378
7	0.9652460814	0.921810329	0.04343575239	1	0.1819418222	0.9526255727	0.7439175844	4.026267529
8	0.953579843	0.9428551793	0.01072466373	1	0.1762773246	0.956299901	0.7567084432	4.043961525
9	0.9017822742	0.8852923512	0.016489923	1	0.1773546487	0.955586493	0.7541233897	4.0365448
10	0.903065443	0.8839839697	0.01908147335	1	0.1799561679	0.961468935	0.7681661248	4.054404736
11	0.9191756248	0.8864642382	0.03271138668	1	0.1827922761	0.9654679894	0.7783910036	4.053682327
12	0.9325211644	0.9131678343	0.01935333014	1	0.1794194877	0.9626423717	0.7695468664	4.026139736
13	0.9655196071	0.9350333214	0.03048628569	1	0.1771017015	0.9603155851	0.7643908262	4.026329994
14	0.9797938466	0.9478552938	0.03193855286	1	0.1792561263	0.9571713805	0.7559304237	4.020336151
15	0.9596611857	0.9369014502	0.02275973558	1	0.1816444546	0.9533986449	0.7448865175	4.034680843
16	0.9554873705	0.9450883269	0.01039904356	1	0.1812975705	0.952072978	0.744266212	4.037587643
17	0.9601147771	0.9350444078	0.02507036924	1	0.1787257791	0.9519276619	0.7481568456	4.036927223
18	1.003739595	0.9762490392	0.02749055624	1	0.1784657985	0.9590651393	0.764857769	4.059633255
