experiment: long_term_forecast_ETTh1_96_96_A3_PatchTST_FPEM_ETTh1_ftM_sl96_ll48_pl96_dm64_nh4_el1_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_raw_freezepatch_A3_B2_C2_P1_M1_V0_predmap_v1_map_0
representation_space: raw
graph/representation_space: raw
graph/projector_used: false
cinv/mode: pattern_only
zinv/mode: stable_relation_correction
variant/input_mode: latent_only
predictive_stability/mode: train_global
mapping/use_mode: context_only
stage2/freeze_patch_embedding: true
zinv/initial_difference_from_hidden: 0
graph_source/variance: 0.9894999598
graph_source/norm: 3.958183546
query/variance: 0.9894999598
query/norm: 3.958183546
pattern/num_active: 67
graph/num_patterns: 67
pattern/mean_support: 49.62686539
pattern/mean_novelty: 0.2681579292
pattern/novelty_mean: 0.2681579292
pattern/null_rate: 0.2681579292
mapping/num_active_edges: 3854
graph/num_mappings: 3854
mapping/mean_support: 73.5983429
mapping/mean_novelty: 0.4385294318
mapping/novelty_mean: 0.4385294318
mapping/stable_delta_norm_mean: 3.826360941
mapping/stable_delta_norm_p90: 5.413471222
mapping/deviation_norm_mean: 2.859496832
mapping/deviation_norm_p90: 4.09343338
variant/activation_mean: 0.632755518
variant/activation_p90: 0.6732850671
forecast/full_metric: 0.3912175596
forecast/inv_metric: 0.3912175596
forecast/env_gain: -0.0300694108
c_inv_mean: 0.3672445118
c_inv_p10: 0.3267149329
c_inv_p50: 0.3692705035
c_inv_p90: 0.4045060873
cinv/mean: 0.3672445118
cinv/p10: 0.3267149329
cinv/p50: 0.3692705035
cinv/p90: 0.4045060873
cinv/std: 0.03150193766
pattern/c_mean: 0.3672445118
pattern/c_shape_mean: 0.7318421006
pattern/c_rec_mean: 0.966111362
pattern/c_pred_mean: 0.520424366
future_ratio/min: 0.149387911
future_ratio/p10: 0.4372399449
future_ratio/p25: 0.7252032757
future_ratio/p50: 0.8790002465
future_ratio/p75: 1.085847855
future_ratio/p90: 1.239064813
future_ratio/max: 2.820314407
future_ratio/std: 0.4225566089
pattern_predictive_stability/min: 0.2617585659
pattern_predictive_stability/p10: 0.4466250837
pattern_predictive_stability/p25: 0.4794214368
pattern_predictive_stability/p50: 0.5321979523
pattern_predictive_stability/p75: 0.579660356
pattern_predictive_stability/p90: 0.6959460974
pattern_predictive_stability/max: 0.8700282574
pattern_predictive_stability/std: 0.1107778996
mapping/c_mean: 0.4218256474
pattern/c_std: 0.03150193766
mapping/c_std: 0.03332392871
raw/pattern_distance_mean: 2.340625048
raw/pattern_distance_p90: 2.746547461
raw/reconstruction_error_mean: 0.3305102885
raw/deviation_norm_mean: 2.192824125
raw_deviation/norm_mean: 2.192824125
raw_deviation/norm_p90: 3.175863743
graph/correction_norm_mean: 2.204502106
graph/correction_norm_p90: 3.448141336
graph/gate_mean: 0.2584609389
graph/gate_p10: 0.06609039009
graph/gate_p50: 0.3098896146
graph/gate_p90: 0.3742696643
graph/context_norm_mean: 2.353072643
hidden/invariant_base_norm_mean: 2.83460784
zinv/norm_mean: 4.401302814
graph/correction_to_hidden_ratio: 0.7785247564
hidden/norm_mean: 7.44285202
zvar/norm_mean: 1.880617738
zvar/norm_p90: 2.544798136
raw_deviation_projected/norm_mean: 0
raw_deviation_projected/norm_p90: 0
raw_deviation_projected/to_hidden_ratio: 0
mapping_conditional/pattern_only_mse: 1.102557182
mapping_conditional/mapping_mse: 1.101598501
mapping_conditional/gain: 0.0009586811066
mapping_conditional/gain_percent: 0.08695069262
mapping_conditional/sample_mean: 0.0009586401284
mapping_conditional/sample_median: 0.0008460283279
mapping_conditional/sample_p10: -0.01270248927
mapping_conditional/sample_p50: 0.0008460283279
mapping_conditional/sample_p90: 0.0143839838
mapping_conditional/sample_fraction_gain_positive: 0.5378815081
mapping_shuffle/normal_mapping_mse: 0.3912175596
mapping_shuffle/shuffled_mapping_mse: 0.3912175596
mapping_shuffle/delta_mse: 0
edge_predictive_gain/mean: 0.06595660746
edge_predictive_gain/median: 0.02975594252
edge_predictive_gain/p10: -0.1448098719
edge_predictive_gain/p50: 0.02975594252
edge_predictive_gain/p90: 0.3453184068
edge_predictive_gain/fraction_positive: 0.6058640374
edge_predictive_gain/spearman_mapping_stability: -0.2199493746
edge_predictive_gain/spearman_edge_support: -0.4108712384
correlation/pearson_c_pat_sample_mse: -0.09581839631
correlation/spearman_c_pat_sample_mse: -0.06621959365
correlation/pearson_c_map_sample_mse: 0.063214807
correlation/spearman_c_map_sample_mse: 0.04550153796
correlation/pearson_c_inv_sample_mse: -0.09581839631
correlation/spearman_c_inv_sample_mse: -0.06621959365
correlation/pearson_graph_gate_sample_mse: -0.06679300779
correlation/spearman_graph_gate_sample_mse: -0.03247044793
correlation/pearson_correction_norm_sample_mse: -0.04553339091
correlation/spearman_correction_norm_sample_mse: -0.01321296978
correlation/pearson_mapping_deviation_norm_sample_mse: -0.142066501
correlation/spearman_mapping_deviation_norm_sample_mse: -0.1258872816
correlation/spearman_c_pat_raw_deviation_norm: -0.6880503225
correlation/spearman_raw_variation_zvar_norm: 0.5905207669
correlation/spearman_raw_variation_env_gain: 0.07370870982
correlation/spearman_c_shape_sample_mse: -0.06712545074
correlation/spearman_c_shape_sample_mae: -0.104878964
c_shape/quantile_Q1_count: 557
c_shape/quantile_Q1_MSE: 0.4511411488
c_shape/quantile_Q1_MAE: 0.4246782064
c_shape/quantile_Q1_mean: 0.6422634721
c_shape/quantile_Q2_count: 557
c_shape/quantile_Q2_MSE: 0.4059248269
c_shape/quantile_Q2_MAE: 0.4167341292
c_shape/quantile_Q2_mean: 0.7038576007
c_shape/quantile_Q3_count: 557
c_shape/quantile_Q3_MSE: 0.3681961
c_shape/quantile_Q3_MAE: 0.4002903998
c_shape/quantile_Q3_mean: 0.7354949117
c_shape/quantile_Q4_count: 557
c_shape/quantile_Q4_MSE: 0.3516481221
