environment_count: 3
representation_constraint: classification
decomposition_type: complementary_gate
variant_fusion_mode: film
variant_fusion_gate_type: feature
variant_fusion_gate_last_dim: 512
film_gamma_scale: 0.1
film_beta_scale: 0.1
y_film_gamma_scale: 0.1
y_film_beta_scale: 0.1
y_film_decay_bias: -4.0
horizon_future_dim: 32
horizon_future_gamma_scale: 0.1
horizon_future_beta_scale: 0.1
future_patch_len: 16
future_patch_count: 21
future_var_anchor_count: 21
future_teacher_patches_per_batch: 2
lambda_future_h: 0.0
lambda_horizon_reliability: 0.0
horizon_reliability_temperature: 0.05
horizon_reliability_loss: nan
variant_training_schedule: legacy
loss/inv: nan
loss/mod: nan
variant/lambda_maturity: nan
variant/inv_loss_ema: nan
variant/inv_loss_relative_change: nan
lambda_decay_mono: 0.0
lambda_decay_far: 0.0
horizon_decay_bins: 4
fusion_scale_calibration: none
predictive_env_refactor_mode: current
lambda_invpred: 1.0
lambda_future_var: 0.0
lambda_var_predictive: 0.0
lambda_var_utility: 0.0
lambda_var_gain: 0.1
var_gain_temperature: 0.01
lambda_var_conditional_gain: 0.2
var_conditional_margin: 0.0
MSE: 0.4043418934089897
full_MSE: 0.4043418934089897
MAE: 0.4127721871849712
inv_only_MSE: 0.40310232452783934
inv_only_MAE: 0.412613237226747
inv_only_minus_full_MSE: -0.0012395688811503436
inv_MSE: 0.40310232452783934
inv_minus_full: -0.001239568111486733
var_predictive_loss: 0.45147247999810747
conditional_var_MSE: 0.45147247999810747
conditional_pair_MSE: 0.45147252082824707
conditional_shuffle_MSE: 0.4714249074459076
conditional_gain_mean: 0.019952422007918358
conditional_gain_median: 0.0020747780799865723
conditional_positive_ratio: 0.5819401144981384
conditional_gain_p10: -0.013956201262772083
conditional_gain_p50: 0.0020747780799865723
conditional_gain_p90: 0.02478538639843464
corr_conditional_gain_main_gain: -0.02944849745221653
corr_conditional_gain_main_gain_type: Spearman
mean_gain: -0.001239568111486733
median_gain: -0.0005998909473419189
positive_gain_ratio: 0.4452391564846039
gain_p10: -0.010073328390717506
gain_p50: -0.0005998909473419189
gain_p90: 0.007234043907374144
corr_reliability_gain: 0.022183310635874566
corr_reliability_gain_type: Spearman
g_z_mean: 0.08691380834925598
mask_mean: 0.08691380834925598
mask_std: 0.07995035794514585
g_z_p10: 0.01935315877199173
g_z_p50: 0.06655655056238174
g_z_p90: 0.1773797571659088
feature_variation_to_Zinv: 0.05796164646744728
DeltaZ/Zinv: 0.05796164646744728
YDelta/Yinv: nan
YDelta_to_Yinv: nan
var_gain_loss: 0.00840519368648529
fusion_rms_ratio_mean: 0.22411298751831055
fusion_rms_ratio_p10: 0.17172497510910034
fusion_rms_ratio_p50: 0.22102713584899902
fusion_rms_ratio_p90: 0.273364394903183
mapping_variation: removed
var_effect_mean: 0.03208213672041893
var_effect_far_near_ratio: 1.1145718097686768
decay_mono_loss: 0.006091517861932516
decay_far_loss: 0.01664544641971588
var_effect_bin1: 0.031229950487613678
var_effect_bin2: 0.029885081574320793
var_effect_bin3: 0.032379429787397385
var_effect_bin4: 0.034834105521440506
gain_bin1: -0.001278484589420259
gain_bin2: -0.0007449618424288929
gain_bin3: -0.0011367734987288713
gain_bin4: -0.0018683806993067265
reliability_mean: 0.08691380834925598
reliability_p10: 0.01935315877199173
reliability_p50: 0.06655655056238174
reliability_p90: 0.1773797571659088
reliability_bin1: nan
future_zvar_change_from_current_bin1: nan
reliability_bin2: nan
future_zvar_change_from_current_bin2: nan
reliability_bin3: nan
future_zvar_change_from_current_bin3: nan
reliability_bin4: nan
future_zvar_change_from_current_bin4: nan
gate/mean: -0.7381325063484774
gate/std: 0.3671892049024028
gate/positive_ratio: 0.0647277524107542
gate/negative_ratio: 0.9352722475892458
gate/abs_mean: 0.7814226694535608
gate/near_zero_ratio: 0.028256792386433787
reconstruction_error: 8.845135128162185e-09
inv_energy_ratio: 0.2268983505003464
var_energy_ratio: 0.8855443820603788
gamma_mean: 0.0028130922689112445
gamma_std: 0.016233803063636355
gamma_abs_mean: 0.010242142591941939
beta_mean: 0.00018355829434169864
beta_std: 0.009824265626955821
beta_abs_mean: 0.0071406191142478264
y_gamma_mean: nan
y_gamma_std: nan
y_gamma_abs_mean: nan
y_beta_mean: nan
y_beta_std: nan
y_beta_abs_mean: nan
decay_rho_mean: nan
decay_rho_std: nan
decay_rho_abs_mean: nan
variant/gamma_abs_mean: nan
variant/beta_abs_mean: nan
decay_d_near: nan
decay_d_mid: nan
decay_d_far: nan
g_mean: 0.08691380834925598
g_p10: 0.01935315877199173
g_p50: 0.06655655056238174
g_p90: 0.1773797571659088
gate_pos: 0.0647277524107542
gate_neg: 0.9352722475892458
gate_abs: 0.7814226694535608
inv_energy: 0.2268983505003464
var_energy: 0.8855443820603788
future_var_loss: 0.9990386366844177
future_var_cosine: 0.0009613761212676764
future_var_l2: 5.856351852416992
future_var_pred_norm: 4.659646987915039
future_var_target_norm: 3.480118989944458
corr_future_var_similarity_with_sample_gain: -0.03392606642564859
corr_future_var_similarity_with_sample_gain_type: Spearman
future_teacher_sample_count: 34129
future_teacher_source: TRAIN only; earliest seq_len steps from forecast origin; stop-gradient shared encoder/decomposer; absent from inference
horizon_future_var_loss: nan
future_zvar_cosine_mean: nan
future_zvar_cosine_near: nan
future_zvar_cosine_mid: nan
future_zvar_cosine_far: nan
per_env_MSE: [0.3420463502407074, 0.2569736838340759, 0.3579055368900299]
env_similarity_mean: 0.3506010174751282
env_similarity_std: 0.21781113743782043
corr_inv_env: 0.1416381448507309
corr_var_env: 0.17211928963661194
hsic_inv_env: 3.6394030757946894e-06
hsic_var_env: 5.9684014559024945e-05
hsic_inv_var: 2.33775494962174e-06
diagnostic_sample_count: 1024
inv_env_soft_ce: 1.0790979862213135
var_env_soft_ce: 0.8811030983924866
inv_env_accuracy_argmax: 0.3828125
var_env_accuracy_argmax: 0.609375
inv_env_entropy: 1.0844190120697021
var_env_entropy: 0.8494523763656616
var_acc: 0.609375
inv_acc: 0.3828125
env_acc_gap_var_minus_inv: 0.2265625
h_prediction_MSE: 0.3954997658729553
h_prediction_MAE: 0.4388960897922516
h_prediction_drift_from_pretrained: 0.04809420928359032
h_prediction_corr_with_pretrained: 0.9695810095728161
H_norm: 0.8621453642845154
H_norm_ratio_to_pretrained: 0.9673762917518616
experiment: A2
backbone: patchtst
cyclenet_cycle_len: 96
dataset_archive_sha256: 3730ee9f111b7761c465d373cfe004756c365b28245c1c7942a590bd54a2bf7c
identity: {'feature': 0.0}
