experiment: long_term_forecast_ETTh1_96_96_A5_PatchTST_FPEM_ETTh1_ftM_sl96_ll48_pl96_dm64_nh4_el1_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_patchauto_A5_cinv_B2_patternonly_zinv_C2_stablerelcorr_variant_V1_rawdev_rawvar_v1_0
representation_space: raw
graph/representation_space: raw
graph/projector_used: false
cinv/mode: pattern_only
zinv/mode: stable_relation_correction
variant/input_mode: raw_deviation
stage2/freeze_patch_embedding: false
zinv/initial_difference_from_hidden: 0
graph_source/variance: 0.9894999598
graph_source/norm: 3.958183546
query/variance: 0.9894999598
query/norm: 3.958183546
pattern/num_active: 67
graph/num_patterns: 67
pattern/mean_support: 49.62686539
pattern/mean_novelty: 0.2681579292
pattern/novelty_mean: 0.2681579292
pattern/null_rate: 0.2681579292
mapping/num_active_edges: 3851
graph/num_mappings: 3851
mapping/mean_support: 73.52558136
mapping/mean_novelty: 0.4383535385
mapping/novelty_mean: 0.4383535385
mapping/stable_delta_norm_mean: 3.829215288
mapping/stable_delta_norm_p90: 5.411177158
mapping/deviation_norm_mean: 2.85672617
mapping/deviation_norm_p90: 4.091350079
variant/activation_mean: 0.6442224979
variant/activation_p90: 0.6829540133
forecast/full_metric: 0.3939396739
forecast/inv_metric: 0.3906820714
forecast/env_gain: -0.003257602453
c_inv_mean: 0.3557775021
c_inv_p10: 0.3170460165
c_inv_p50: 0.3576402366
c_inv_p90: 0.3918218911
cinv/mean: 0.3557775021
cinv/p10: 0.3170460165
cinv/p50: 0.3576402366
cinv/p90: 0.3918218911
cinv/std: 0.03019043989
pattern/c_mean: 0.3557775021
pattern/c_shape_mean: 0.7318421006
pattern/c_rec_mean: 0.9658430219
pattern/c_pred_mean: 0.5024526119
mapping/c_mean: 0.4220909476
pattern/c_std: 0.03019043989
mapping/c_std: 0.03348251805
raw/pattern_distance_mean: 2.340625048
raw/pattern_distance_p90: 2.746547461
raw/reconstruction_error_mean: 0.3298484981
raw/deviation_norm_mean: 2.189309359
raw_deviation/norm_mean: 2.189309359
raw_deviation/norm_p90: 3.175676823
graph/correction_norm_mean: 2.672769308
graph/correction_norm_p90: 4.161622047
graph/gate_mean: 0.2759305239
graph/gate_p10: 0.06904570013
graph/gate_p50: 0.3328935206
graph/gate_p90: 0.4026921391
graph/context_norm_mean: 2.52892518
hidden/invariant_base_norm_mean: 3.166919708
zinv/norm_mean: 5.271999836
graph/correction_to_hidden_ratio: 0.8377351761
hidden/norm_mean: 7.35085535
zvar/norm_mean: 1.213348389
zvar/norm_p90: 1.735139012
raw_deviation_projected/norm_mean: 2.734462261
raw_deviation_projected/norm_p90: 3.773073196
raw_deviation_projected/to_hidden_ratio: 0.3809604645
correlation/pearson_c_pat_sample_mse: -0.1040576652
correlation/spearman_c_pat_sample_mse: -0.06617125745
correlation/pearson_c_map_sample_mse: 0.06149932089
correlation/spearman_c_map_sample_mse: 0.0507860739
correlation/pearson_c_inv_sample_mse: -0.1040576652
correlation/spearman_c_inv_sample_mse: -0.06617125745
correlation/pearson_graph_gate_sample_mse: -0.101375273
correlation/spearman_graph_gate_sample_mse: -0.06190860579
correlation/pearson_correction_norm_sample_mse: -0.1011737062
correlation/spearman_correction_norm_sample_mse: -0.0837628592
correlation/pearson_mapping_deviation_norm_sample_mse: -0.1457000612
correlation/spearman_mapping_deviation_norm_sample_mse: -0.1322422623
correlation/spearman_c_pat_raw_deviation_norm: -0.690153955
correlation/spearman_raw_variation_zvar_norm: 0.5611878068
correlation/spearman_raw_variation_env_gain: -0.007785773219
correlation/spearman_c_shape_sample_mse: -0.06609668319
correlation/spearman_c_shape_sample_mae: -0.1062851041
c_shape/quantile_Q1_count: 557
c_shape/quantile_Q1_MSE: 0.4537772536
c_shape/quantile_Q1_MAE: 0.4285210371
c_shape/quantile_Q1_mean: 0.6422634721
c_shape/quantile_Q2_count: 557
c_shape/quantile_Q2_MSE: 0.4092750847
c_shape/quantile_Q2_MAE: 0.4194548428
c_shape/quantile_Q2_mean: 0.7038576007
c_shape/quantile_Q3_count: 557
c_shape/quantile_Q3_MSE: 0.3709565699
c_shape/quantile_Q3_MAE: 0.4021534622
c_shape/quantile_Q3_mean: 0.7354949117
c_shape/quantile_Q4_count: 557
c_shape/quantile_Q4_MSE: 0.3538363576
c_shape/quantile_Q4_MAE: 0.3934339881
c_shape/quantile_Q4_mean: 0.7648418546
c_shape/quantile_Q5_count: 557
c_shape/quantile_Q5_MSE: 0.3818530738
c_shape/quantile_Q5_MAE: 0.4023412764
c_shape/quantile_Q5_mean: 0.8127527237
correlation/spearman_c_rec_sample_mse: 0.0069641653
correlation/spearman_c_rec_sample_mae: 0.05961069992
c_rec/quantile_Q1_count: 557
c_rec/quantile_Q1_MSE: 0.3906704783
c_rec/quantile_Q1_MAE: 0.4025276899
c_rec/quantile_Q1_mean: 0.9599462748
c_rec/quantile_Q2_count: 557
c_rec/quantile_Q2_MSE: 0.3985050023
c_rec/quantile_Q2_MAE: 0.4111114442
c_rec/quantile_Q2_mean: 0.9634323716
c_rec/quantile_Q3_count: 557
c_rec/quantile_Q3_MSE: 0.400144726
c_rec/quantile_Q3_MAE: 0.4102767408
c_rec/quantile_Q3_mean: 0.9656476378
c_rec/quantile_Q4_count: 557
c_rec/quantile_Q4_MSE: 0.3823108971
c_rec/quantile_Q4_MAE: 0.4054642022
c_rec/quantile_Q4_mean: 0.9683564901
c_rec/quantile_Q5_count: 557
c_rec/quantile_Q5_MSE: 0.3980672359
c_rec/quantile_Q5_MAE: 0.4165244997
c_rec/quantile_Q5_mean: 0.9718322158
correlation/spearman_c_pred_sample_mse: 0.05070718291
correlation/spearman_c_pred_sample_mae: 0.06327408374
c_pred/quantile_Q1_count: 557
c_pred/quantile_Q1_MSE: 0.3859907687
c_pred/quantile_Q1_MAE: 0.406588763
